Constituency Number,Constituency Name,Serial Number,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,Vote Percentage
188,PHULWARI,11,PUJA KUMARI,Independent,3795,3,3798,1.48
188,PHULWARI,12,SUKESH KUMAR,Independent,2927,1,2928,1.14
188,PHULWARI,13,NOTA,None of the Above,4838,6,4844,1.88
189,MASAURHI,1,ARUN MANJHI,Janata Dal (United),106293,212,106505,47.16
189,MASAURHI,2,MANOJ KUMAR,Bahujan Samaj Party,4073,3,4076,1.8
189,MASAURHI,3,REKHA DEVI,Rashtriya Janata Dal,98651,211,98862,43.78
189,MASAURHI,4,RAJESHWAR MANJHI,Jan Suraaj Party,4658,35,4693,2.08
189,MASAURHI,5,JAGAT PASWAN,Independent,1762,0,1762,0.78
189,MASAURHI,6,RAVI PRAKASH,Independent,979,1,980,0.43
189,MASAURHI,7,RAM EKWAL RAVIDAS,Independent,757,0,757,0.34
189,MASAURHI,8,VIJENDRA PASWAN,Independent,1942,0,1942,0.86
189,MASAURHI,9,SRI KANT KUMAR,Independent,1096,0,1096,0.49
189,MASAURHI,10,NOTA,None of the Above,5145,1,5146,2.28
190,PALIGANJ,1,SHIVNATH KUMAR,Aam Aadmi Party,1809,3,1812,0.99
190,PALIGANJ,2,SANDEEP SAURAV,Communist Party of India (Marxist-Leninist) (Liberation),80868,237,81105,44.48
190,PALIGANJ,3,SUNIL KUMAR,Lok Janshakti Party (Ram Vilas),74287,163,74450,40.83
190,PALIGANJ,4,SUSHANT,Bahujan Samaj Party,2740,5,2745,1.51
190,PALIGANJ,5,ANAMIKA,Socialist Unity Centre Of India (COMMUNIST),430,3,433,0.24
190,PALIGANJ,6,ANAND KUMAR,Bhartiya Lok Chetna Party,513,1,514,0.28
190,PALIGANJ,7,GIRJA RAM,Suheldev Bharatiya Samaj Party,808,1,809,0.44
190,PALIGANJ,8,JITENDRA KUMAR PANDIT,Awami Samta Party,374,0,374,0.21
190,PALIGANJ,9,SHYAM NANDAN SHARMA,Jan Suraaj Party,6548,64,6612,3.63
190,PALIGANJ,10,ARVIND KUMAR MAURYA,Independent,955,7,962,0.53
190,PALIGANJ,11,JITENDRA KUMAR,Independent,790,0,790,0.43
190,PALIGANJ,12,MRITUNJAY KUMAR,Independent,1421,1,1422,0.78
190,PALIGANJ,13,SHAMBHU KUMAR,Independent,3747,0,3747,2.06
190,PALIGANJ,14,SATYA NARAYAN YADAV,Independent,3354,0,3354,1.84
190,PALIGANJ,15,NOTA,None of the Above,3182,9,3191,1.75
191,BIKRAM,1,ANIL KUMAR,Indian National Congress,95310,278,95588,44.42
191,BIKRAM,2,RAM PRAVESH YADAV,Bahujan Samaj Party,2575,7,2582,1.2
191,BIKRAM,3,SIDDHARTH SAURAV,Bharatiya Janata Party,100864,325,101189,47.02
191,BIKRAM,4,AJEET KUMAR,Janshakti Janta Dal,4923,14,4937,2.29
191,BIKRAM,5,CHANDAN SHARMA,Jagrook Janta Party,559,1,560,0.26
191,BIKRAM,6,DHURAKHELI RAVIDAS,Indian National Socialistic Action Forces,404,0,404,0.19
191,BIKRAM,7,MANTU KUMAR,Jan Suraaj Party,2993,44,3037,1.41
191,BIKRAM,8,SHAMBHU PRASAD SHARMA,Hindustan Vikas Dal,913,0,913,0.42
191,BIKRAM,9,CHANDAN KUMAR,Independent,1924,2,1926,0.89
191,BIKRAM,10,RAJIV KUMAR SINGH,Independent,728,0,728,0.34
191,BIKRAM,11,NOTA,None of the Above,3335,3,3338,1.55
192,SANDESH,1,DIPU SINGH,Rashtriya Janata Dal,80108,463,80571,43.97
192,SANDESH,2,RADHA CHARAN SAH,Janata Dal (United),80072,526,80598,43.99
192,SANDESH,3,AJAY KUMAR PATHAK,Akhil Bharatiya Jan Sangh,1283,10,1293,0.71
192,SANDESH,4,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),505,4,509,0.28
192,SANDESH,5,RAJIV RANJAN RAJ,Jan Suraaj Party,5920,120,6040,3.3
192,SANDESH,6,SANJEET KUMAR,Peoples Party of India (Democratic),606,3,609,0.33
192,SANDESH,7,SATYA PRAKASH,The Plurals Party,297,2,299,0.16
192,SANDESH,8,ABHISHEK KUMAR,Independent,393,5,398,0.22
192,SANDESH,9,MUKESH SINGH,Independent,5373,26,5399,2.95
192,SANDESH,10,SANDHYA KUMARI,Independent,868,12,880,0.48
192,SANDESH,11,SAMARJAY SINGH,Independent,2473,1,2474,1.35
192,SANDESH,12,NOTA,None of the Above,4142,18,4160,2.27
193,BARHARA,1,ASHOK KUMAR SINGH,Rashtriya Janata Dal,64751,439,65190,35.8
193,BARHARA,2,RAGHVENDRA PRATAP SINGH,Bharatiya Janata Party,78980,613,79593,43.71
193,BARHARA,3,SANTOSH KUMAR SINGH,Peoples Party of India (Democratic),1054,5,1059,0.58
193,BARHARA,4,SAURABH SINGH YADAV,Jan Suraaj Party,3101,88,3189,1.75
193,BARHARA,5,KAJAL,Independent,1013,17,1030,0.57
193,BARHARA,6,KISUN PRASAD,Independent,1355,2,1357,0.75
193,BARHARA,7,DHARAMPAL YADAV,Independent,498,2,500,0.27
193,BARHARA,8,BANSHIDHAR SINGH,Independent,1773,26,1799,0.99
193,BARHARA,9,RANVIJAY KUMAR SINGH,Independent,3848,15,3863,2.12
193,BARHARA,10,SHIV DAS SINGH,Independent,432,0,432,0.24
193,BARHARA,11,SAROJ YADAV,Independent,8940,44,8984,4.93
193,BARHARA,12,SURYA BHAN SINGH,Independent,9181,87,9268,5.09
193,BARHARA,13,SAURAV NARANG,Independent,2359,2,2361,1.3
193,BARHARA,14,NOTA,None of the Above,3460,11,3471,1.91
194,ARRAH,1,QUYAMUDDIN ANSARI,Communist Party of India (Marxist-Leninist) (Liberation),74124,496,74620,40.38
194,ARRAH,2,MRITUNJAY BHARDWAJ,Bahujan Samaj Party,1088,10,1098,0.59
194,ARRAH,3,SANJAY SINGH (TIGER),Bharatiya Janata Party,93598,603,94201,50.98
194,ARRAH,4,ARUN KUMAR SINGH,Bhartiya Mahasangh Party,900,8,908,0.49
194,ARRAH,5,GORAKH RAM,Bhojpuria Jan Morcha,320,2,322,0.17
194,ARRAH,6,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),179,1,180,0.1
194,ARRAH,7,RAJ KISHOR SHARMA,Jantantra Awaj Party,267,1,268,0.15
194,ARRAH,8,RAJESH SHARMA,Gantantrik Samaj Party,336,1,337,0.18
194,ARRAH,9,RAM PRAKASH PANDEY,Akhil Bharatiya Jan Sangh,379,5,384,0.21
194,ARRAH,10,DR. VIJAY KUMAR GUPTA,Jan Suraaj Party,5680,120,5800,3.14
194,ARRAH,11,MD. SARFARAJ ANSARI,Peoples Party of India (Democratic),678,1,679,0.37
194,ARRAH,12,AMARDEEP KUMAR JAI,Independent,1183,0,1183,0.64
194,ARRAH,13,SACHIN,Independent,643,1,644,0.35
194,ARRAH,14,NOTA,None of the Above,4139,15,4154,2.25
195,AGIAON,1,MAHESH PASWAN,Bharatiya Janata Party,69039,373,69412,45.2
195,AGIAON,2,MUKESH KUMAR RAM,Bahujan Samaj Party,1424,16,1440,0.94
195,AGIAON,3,SHIV PRAKASH RANJAN,Communist Party of India (Marxist-Leninist) (Liberation),68892,425,69317,45.14
195,AGIAON,4,BARUN DEO,Janshakti Janta Dal,1317,9,1326,0.86
195,AGIAON,5,BASANT KUMAR RAM,Voters Party International,584,0,584,0.38
195,AGIAON,6,RAMESH KUMAR,Jan Suraaj Party,3808,74,3882,2.53
195,AGIAON,7,VIJAY MEHRA,Independent,733,1,734,0.48
195,AGIAON,8,SHYAM BIHARI CHOUDHARY,Independent,2503,5,2508,1.63
195,AGIAON,9,SURAJ BHAN,Independent,719,1,720,0.47
195,AGIAON,10,NOTA,None of the Above,3622,9,3631,2.36
196,TARARI,1,MADAN SINGH  S/O-KUMI SINGH,Communist Party of India (Marxist-Leninist) (Liberation),84911,512,85423,43.72
196,TARARI,2,VISHAL PRASHANT,Bharatiya Janata Party,96310,577,96887,49.59
196,TARARI,3,SANJAY KUMAR SHARMA,Aam Aadmi Party,1212,11,1223,0.63
196,TARARI,4,SANTOSH KUMAR SINGH,Bahujan Samaj Party,389,7,396,0.2
196,TARARI,5,ASHOK KUMAR SINGH,Socialist Party (India),122,0,122,0.06
196,TARARI,6,CHANDRA SHEKHAR SINGH,Jan Suraaj Party,2211,60,2271,1.16
196,TARARI,7,NARAYAN SINGH,Voters Party International,186,1,187,0.1
196,TARARI,8,RAJU RAJVANSHI,Suheldev Bharatiya Samaj Party,305,4,309,0.16
196,TARARI,9,RAJESH SINGH,Rashtriya Jansambhavna Party,160,3,163,0.08
196,TARARI,10,SIKANDAR KUMAR,Janshakti Janta Dal,324,3,327,0.17
196,TARARI,11,KARMOO SAH KESHARI,Independent,213,0,213,0.11
196,TARARI,12,MADAN SINGH  S/O BARBHANGA SINGH,Independent,315,0,315,0.16
196,TARARI,13,RAJNISH KUMAR,Independent,390,0,390,0.2
196,TARARI,14,RAMESH CHANDRA RABI,Independent,712,2,714,0.37
196,TARARI,15,RAJENDRA KUMAR PATHAK,Independent,2364,0,2364,1.21
196,TARARI,16,NOTA,None of the Above,4074,4,4078,2.09
197,JAGDISHPUR,1,KISHORE KUNAL,Rashtriya Janata Dal,74377,404,74781,39.73
197,JAGDISHPUR,2,SRIBHAGWAN SINGH KUSHWAHA,Janata Dal (United),92462,512,92974,49.39
197,JAGDISHPUR,3,SANJAY KUMAR CHATURVEDI,Bahujan Samaj Party,2805,15,2820,1.5
197,JAGDISHPUR,4,NEERAJ ROY,Janshakti Janta Dal,597,10,607,0.32
197,JAGDISHPUR,5,VIJAY SINGH,Jan Suraaj Party,4999,107,5106,2.71
197,JAGDISHPUR,6,VIRENDRA KUMAR SINGH,Bhojpuria Jan Morcha,324,4,328,0.17
197,JAGDISHPUR,7,AMRADEEP KUMAR JAI,Independent,489,1,490,0.26
197,JAGDISHPUR,8,MUNGA LAL RAM,Independent,834,7,841,0.45
197,JAGDISHPUR,9,RAJEEV RANJAN,Independent,3257,15,3272,1.74
197,JAGDISHPUR,10,HIRALAL SINGH,Independent,3070,0,3070,1.63
197,JAGDISHPUR,11,NOTA,None of the Above,3945,10,3955,2.1
198,SHAHPUR,1,DHARMENDRA KUMAR,Bahujan Samaj Party,2911,12,2923,1.64
198,SHAHPUR,2,RAKESH RANJAN,Bharatiya Janata Party,87897,758,88655,49.69
198,SHAHPUR,3,RAHUL TIWARY,Rashtriya Janata Dal,72945,485,73430,41.16
198,SHAHPUR,4,PADMA OJHA,Jan Suraaj Party,3837,111,3948,2.21
198,SHAHPUR,5,MADAN YADAV,Janshakti Janta Dal,580,9,589,0.33
198,SHAHPUR,6,SHANKAR KUMAR GOND,Gondvana Gantantra Party,231,4,235,0.13
198,SHAHPUR,7,KRISHNA RAM,Independent,974,5,979,0.55
198,SHAHPUR,8,GOUTTAM OJHA,Independent,253,2,255,0.14
198,SHAHPUR,9,DABLU KUMAR GOND,Independent,1000,0,1000,0.56
198,SHAHPUR,10,MANAN SHAH,Independent,2534,2,2536,1.42
198,SHAHPUR,11,SAHABUDIN MIYA,Independent,1839,5,1844,1.03
198,SHAHPUR,12,NOTA,None of the Above,2002,4,2006,1.12
199,BRAHAMPUR,1,MAHAVIR YADAV,Bahujan Samaj Party,4557,42,4599,2.23
199,BRAHAMPUR,2,SHAMBHU NATH YADAV,Rashtriya Janata Dal,95066,762,95828,46.43
199,BRAHAMPUR,3,HULAS PANDE,Lok Janshakti Party (Ram Vilas),91844,764,92608,44.87
199,BRAHAMPUR,4,VIKRAMA GOND,Gondvana Gantantra Party,1594,11,1605,0.78
199,BRAHAMPUR,5,SUNIL KUMAR RAY,Suheldev Bharatiya Samaj Party,2455,10,2465,1.19
199,BRAHAMPUR,6,NITISH KUMAR,Independent,1908,24,1932,0.94
199,BRAHAMPUR,7,MANISH BHUSHAN OJHA,Independent,2737,14,2751,1.33
199,BRAHAMPUR,8,SHIV SHANKAR DAS,Independent,2274,2,2276,1.1
199,BRAHAMPUR,9,NOTA,None of the Above,2309,20,2329,1.13
200,BUXAR,1,ABHIMNYU MAURY,Bahujan Samaj Party,28966,152,29118,15.44
200,BUXAR,2,ANAND MISHRA,Bharatiya Janata Party,84261,640,84901,45.01
200,BUXAR,3,DHARM RAJ SINGH,Aam Aadmi Party,1124,6,1130,0.6
200,BUXAR,4,SANJAY KUMAR TIWARI URF MUNNA TIWARI,Indian National Congress,56049,499,56548,29.98
200,BUXAR,5,TATHAGAT HARSH VARDHAN,Jan Suraaj Party,7820,100,7920,4.2
200,BUXAR,6,PANKAJ KUMAR PANDEY,Kisan Samaj Party (S),480,6,486,0.26
200,BUXAR,7,BINOD KUMAR SINGH,Bhartiya Sarthak Party,353,6,359,0.19
200,BUXAR,8,VISHESHWAR CHAUHAN,Rashtriya Jansambhavna Party,343,3,346,0.18
200,BUXAR,9,SOHAN GOND,Gondvana Gantantra Party,781,1,782,0.41
200,BUXAR,10,OM JEE KUMAR,Independent,403,6,409,0.22
200,BUXAR,11,NITU KUMARI,Independent,371,3,374,0.2
200,BUXAR,12,PRAMILA DEVI,Independent,563,5,568,0.3
200,BUXAR,13,MANOJ KUMAR,Independent,1455,10,1465,0.78
200,BUXAR,14,RAMPRAVESH SINGH,Independent,1572,3,1575,0.84
200,BUXAR,15,VISHWAMITRA KAHAR,Independent,1281,0,1281,0.68
200,BUXAR,16,NOTA,None of the Above,1354,2,1356,0.72
201,DUMRAON,1,DR. AJIT KUMAR SINGH,Communist Party of India (Marxist-Leninist) (Liberation),76669,637,77306,39.3
201,DUMRAON,2,DADAN YADAV,Bahujan Samaj Party,11026,101,11127,5.66
201,DUMRAON,3,MRITYUNJAY KUMAR SINGH,Rashtriya Lok Janshakti Party,1763,31,1794,0.91
201,DUMRAON,4,RAHUL KUMAR SINGH,Janata Dal (United),78884,527,79411,40.37
201,DUMRAON,5,UMESH RAM,Sanyukt Kisan Vikas Party,919,7,926,0.47
201,DUMRAON,6,DINESH SINGH,Janshakti Janta Dal,822,7,829,0.42
201,DUMRAON,7,PRADIP KUMAR SHARAN,Suheldev Bharatiya Samaj Party,4967,9,4976,2.53
201,DUMRAON,8,MANTOSH KUMAR GOND,Gondvana Gantantra Party,973,4,977,0.5
201,DUMRAON,9,RAVISHANKAR PRASAD,Bhagidari Party(P),860,3,863,0.44
201,DUMRAON,10,SHIVANG VIJAY SINGH,Jan Suraaj Party,5162,111,5273,2.68
201,DUMRAON,11,SUSHIL KUMAR SHARMA,Jagrook Janta Party,496,2,498,0.25
201,DUMRAON,12,PRAMILA DEVI,Independent,1062,5,1067,0.54
201,DUMRAON,13,BHEEM KAMKAR,Independent,2660,1,2661,1.35
201,DUMRAON,14,RAVI PRAKASH SINHA,Independent,994,1,995,0.51
201,DUMRAON,15,RAVISHANKAR RAY,Independent,949,2,951,0.48
201,DUMRAON,16,HEMLATA,Independent,3994,0,3994,2.03
201,DUMRAON,17,NOTA,None of the Above,3050,9,3059,1.56
202,RAJPUR,1,AMAR PASWAN,Rashtriya Lok Janshakti Party,1717,15,1732,0.82
202,RAJPUR,2,LAL JEE RAM,Bahujan Samaj Party,20449,49,20498,9.7
202,RAJPUR,3,VISHWANATH RAM,Indian National Congress,71213,352,71565,33.86
202,RAJPUR,4,SANTOSH KUMAR NIRALA,Janata Dal (United),80368,333,80701,38.19
202,RAJPUR,5,ANIL KUMAR RAM,Aazad Samaj Party (Kanshi Ram),4548,9,4557,2.16
202,RAJPUR,6,DHANANJAY KUMAR,Jan Suraaj Party,12406,85,12491,5.91
202,RAJPUR,7,BALESHWAR RAM,Rashtriya Jansambhavna Party,1017,0,1017,0.48
202,RAJPUR,8,BHIM RAM,Sarvjan Sanatan Party,971,0,971,0.46
202,RAJPUR,9,SHIV KUMAR RAM,Suheldev Bharatiya Samaj Party,6746,3,6749,3.19
202,RAJPUR,10,SHIVJI KUMAR,Janshakti Vikas Party (Democratic),1608,1,1609,0.76
202,RAJPUR,11,SUBHASH RAM,Bhartiya Sarthak Party,2514,3,2517,1.19
202,RAJPUR,12,SURAJ PRAKASH RAM,Sanyukt Kisan Vikas Party,2753,0,2753,1.3
202,RAJPUR,13,RAM LAL RAM,Independent,1386,1,1387,0.66
202,RAJPUR,14,NOTA,None of the Above,2769,9,2778,1.31
203,RAMGARH,1,AJIT KUMAR,Rashtriya Janata Dal,41287,193,41480,21.29
203,RAMGARH,2,ASHOK KUMAR SINGH,Bharatiya Janata Party,72338,321,72659,37.29
203,RAMGARH,3,SATISH KUMAR SINGH YADAV,Bahujan Samaj Party,72382,307,72689,37.31
203,RAMGARH,4,ANAND KUMAR SINGH,Jan Suraaj Party,4389,37,4426,2.27
203,RAMGARH,5,GHURELAL RAJBHAR,Suheldev Bharatiya Samaj Party,1777,2,1779,0.91
203,RAMGARH,6,RAMPRAVESH SINGH,Independent,657,0,657,0.34
203,RAMGARH,7,NOTA,None of the Above,1152,2,1154,0.59
204,MOHANIA,1,OMPRAKASH NARAYAN,Bahujan Samaj Party,32123,140,32263,16.91
204,MOHANIA,2,RANJIT DOM,Aam Aadmi Party,1059,1,1060,0.56
204,MOHANIA,3,SANGITA KUMARI,Bharatiya Janata Party,75998,292,76290,39.98
204,MOHANIA,4,KANHAIYA RAM,Jantantra Awaj Party,1102,4,1106,0.58
204,MOHANIA,5,GITA DEVI,Jan Suraaj Party,14015,113,14128,7.4
204,MOHANIA,6,NITISH KUMAR,Asankhya Samaj Party,843,0,843,0.44
204,MOHANIA,7,BABUDHAN PASI,Rashtriya Jansambhavna Party,404,2,406,0.21
204,MOHANIA,8,MUNNA KUMAR,Nationalist Congress Party,309,9,318,0.17
204,MOHANIA,9,AJAY KUMAR,Independent,1135,3,1138,0.6
204,MOHANIA,10,INDRAJIT RAM,Independent,565,3,568,0.3
204,MOHANIA,11,NITU KUMARI,Independent,2202,3,2205,1.16
204,MOHANIA,12,RAVI SHANKAR PASWAN,Independent,57251,287,57538,30.15
204,MOHANIA,13,NOTA,None of the Above,2946,6,2952,1.55
205,BHABUA,1,BHARAT BIND,Bharatiya Janata Party,79696,343,80039,41.48
205,BHABUA,2,MOHAMMAD AMIRUDDIN ANSARI,Aam Aadmi Party,1122,16,1138,0.59
205,BHABUA,3,VIKASH SINGH,Bahujan Samaj Party,39452,259,39711,20.58
205,BHABUA,4,VIKASH KUMAR TIWARI,Rashtriya Lok Janshakti Party,6161,83,6244,3.24
205,BHABUA,5,BIRENDRA KUMAR SINGH,Rashtriya Janata Dal,55032,592,55624,28.83
205,BHABUA,6,JAINENDRA KUMAR ARYA,Jan Suraaj Party,6665,110,6775,3.51
205,BHABUA,7,AJEET KUMAR PATEL,Independent,720,2,722,0.37
205,BHABUA,8,SHISHUPAL SINGH,Independent,777,1,778,0.4
205,BHABUA,9,NOTA,None of the Above,1919,8,1927,1.0
206,CHAINPUR,1,MD. ZAMA KHAN,Janata Dal (United),70597,279,70876,30.94
206,CHAINPUR,2,DHIRAJ KUMAR SINGH,Bahujan Samaj Party,50987,213,51200,22.35
206,CHAINPUR,3,RAM RAJ SHARMA,Aam Aadmi Party,1974,6,1980,0.86
206,CHAINPUR,4,BRIJ KISHOR BIND,Rashtriya Janata Dal,62177,337,62514,27.29
206,CHAINPUR,5,ANIL KUMAR SINGH,Jansatta Party of India,1154,1,1155,0.5
206,CHAINPUR,6,ANUJ KUMAR DUBEY,Uday Bharatam Party,627,0,627,0.27
206,CHAINPUR,7,GOVIND VIND,Vikassheel Insaan Party,5128,16,5144,2.25
206,CHAINPUR,8,DINDAYAL SINGH KUSHAWAHA,Samata Party,444,1,445,0.19
206,CHAINPUR,9,MAJNU GOND,Aazad Samaj Party (Kanshi Ram),3244,8,3252,1.42
206,CHAINPUR,10,RAJA LAL SINGH,Bhagidari Party(P),5334,4,5338,2.33
206,CHAINPUR,11,SUNIL KUMAR,Sarvlokhit Samaj Party,664,2,666,0.29
206,CHAINPUR,12,SUNIL SHARMA,Jagrook Janta Party,933,0,933,0.41
206,CHAINPUR,13,SUSHANK KUMAR SINGH,Suheldev Bharatiya Samaj Party,4898,2,4900,2.14
206,CHAINPUR,14,HEMANT KUMAR CHOUBEY,Jan Suraaj Party,6820,57,6877,3.0
206,CHAINPUR,15,AKASH RANJAN,Independent,1218,1,1219,0.53
206,CHAINPUR,16,UTTAM PATEL,Independent,5279,23,5302,2.31
206,CHAINPUR,17,GOPAL VINDA,Independent,1747,0,1747,0.76
206,CHAINPUR,18,PRIYANKA,Independent,789,1,790,0.34
206,CHAINPUR,19,MAHENDRA PRASAD,Independent,779,0,779,0.34
206,CHAINPUR,20,MADHAW SINGH,Independent,1150,2,1152,0.5
206,CHAINPUR,21,RAM EKABAL PRASAD,Independent,422,0,422,0.18
206,CHAINPUR,22,SHRAVAN BIND,Independent,440,1,441,0.19
206,CHAINPUR,23,NOTA,None of the Above,1314,7,1321,0.58
207,CHENARI,1,ASHA  PASWAN,Rashtriya Lok Janshakti Party,1591,9,1600,0.78
207,CHENARI,2,MANGAL RAM,Indian National Congress,73182,409,73591,35.76
207,CHENARI,3,MURARI PRASAD GAUTAM,Lok Janshakti Party (Ram Vilas),95310,269,95579,46.44
207,CHENARI,4,SWETA DEVI,Bahujan Samaj Party,3500,11,3511,1.71
207,CHENARI,5,AMIT PASWAN,Aazad Samaj Party (Kanshi Ram),7492,44,7536,3.66
207,CHENARI,6,NEHA KUMARI,Jan Suraaj Party,9311,93,9404,4.57
207,CHENARI,7,BHJURAM,Rashtriya Samanta Dal,432,1,433,0.21
207,CHENARI,8,RAVISHANKAR PARASAD,Lohiya Janta Dal,318,0,318,0.15
207,CHENARI,9,SALONI DEVI OMPRAKASH RAM,Republican Party of India (A),814,0,814,0.4
207,CHENARI,10,SUNIL RAM,Rashtriya Jansambhavna Party,623,0,623,0.3
207,CHENARI,11,NEHA KUMARI,Independent,1260,8,1268,0.62
207,CHENARI,12,PANKAJ KUMAR,Independent,1064,0,1064,0.52
207,CHENARI,13,PRAMHANSH KUMAR,Independent,1452,0,1452,0.71
207,CHENARI,14,SUKHARI RAM,Independent,4265,1,4266,2.07
207,CHENARI,15,HARE RAM RAM,Independent,2006,0,2006,0.97
207,CHENARI,16,NOTA,None of the Above,2324,4,2328,1.13
208,SASARAM,1,ARMAN AHMAD KHAN,Aam Aadmi Party,1063,4,1067,0.48
208,SASARAM,2,ASHOK KUMAR,Bahujan Samaj Party,10177,84,10261,4.64
208,SASARAM,3,SATENDRA SAH,Rashtriya Janata Dal,79046,517,79563,35.99
208,SASARAM,4,ASHUTOSH SINGH,Nationalist Congress Party,695,13,708,0.32
208,SASARAM,5,DHANJIT SHARMA,Jagrook Janta Party,1016,1,1017,0.46
208,SASARAM,6,BINAY KUMAR SINGH,Jan Suraaj Party,6400,95,6495,2.94
208,SASARAM,7,MD SHAHZAD HUSSAIN,Aazad Samaj Party (Kanshi Ram),3500,17,3517,1.59
208,SASARAM,8,YASH RAJ SINGH,Jai Hind Force,598,2,600,0.27
208,SASARAM,9,REKHA DEVI,Suheldev Bharatiya Samaj Party,2909,9,2918,1.32
208,SASARAM,10,SNEHLATA,Rashtriya Lok Morcha,104701,305,105006,47.49
208,SASARAM,11,ANAND KUMAR GUPTA,Independent,602,1,603,0.27
208,SASARAM,12,ARIF ISAIN HUSSAIN,Independent,251,3,254,0.11
208,SASARAM,13,OMJEET KUMAR,Independent,517,4,521,0.24
208,SASARAM,14,KUMARI ARCHANA GUPTA,Independent,1024,3,1027,0.46
208,SASARAM,15,KRISHNA KUMAR SINGH,Independent,346,0,346,0.16
208,SASARAM,16,GEETA DEVI,Independent,876,0,876,0.4
208,SASARAM,17,JAKIR HUSAIN,Independent,658,0,658,0.3
208,SASARAM,18,NIRANJAN KUMAR,Independent,371,0,371,0.17
208,SASARAM,19,BIMAL KANT DUBEY,Independent,860,0,860,0.39
208,SASARAM,20,RAMAYAN PASWAN,Independent,326,1,327,0.15
208,SASARAM,21,LAL MATI DEVI,Independent,345,2,347,0.16
208,SASARAM,22,VIVEK KUMAR,Independent,2775,13,2788,1.26
208,SASARAM,23,NOTA,None of the Above,953,8,961,0.43
209,KARGAHAR,1,UDAY PRATAP SINGH,Bahujan Samaj Party,56551,258,56809,25.87
209,KARGAHAR,2,BASHISTH SINGH,Janata Dal (United),92082,403,92485,42.12
209,KARGAHAR,3,SANTOSH KUMAR MISHRA,Indian National Congress,39135,198,39333,17.91
209,KARGAHAR,4,AMIT KUMAR,Rashtriya Sanatan Party,759,1,760,0.35
209,KARGAHAR,5,MANTU KUMAR,Lok Shakti Party (Loktantrik),791,1,792,0.36
209,KARGAHAR,6,MAHENDRA PRASAD GUPTA,Communist Party of India,2352,10,2362,1.08
209,KARGAHAR,7,RAMESAR NONIYA,Rashtriya Jansambhavna Party,457,1,458,0.21
209,KARGAHAR,8,RITESH RANJAN,Jan Suraaj Party,16208,90,16298,7.42
209,KARGAHAR,9,GOVARDHAN SINGH,Independent,2495,4,2499,1.14
209,KARGAHAR,10,DEEPAK KUMAR,Independent,468,0,468,0.21
209,KARGAHAR,11,RAMSUNDAR PAL,Independent,1189,1,1190,0.54
209,KARGAHAR,12,SHIV KUMAR SINGH,Independent,3097,0,3097,1.41
209,KARGAHAR,13,NOTA,None of the Above,3012,1,3013,1.37
210,DINARA,1,BHUPESH SINGH,Rashtriya Lok Janshakti Party,872,27,899,0.48
210,DINARA,2,MALTI DEVI,Bahujan Samaj Party,8361,21,8382,4.48
210,DINARA,3,SHASHI SHANKAR KUMAR ALIAS RAJESH YADAV,Rashtriya Janata Dal,67225,279,67504,36.09
210,DINARA,4,ANIL KUMAR SINGH,Lohiya Janta Dal,1138,2,1140,0.61
210,DINARA,5,ALOK KUMAR SINGH,Rashtriya Lok Morcha,78151,187,78338,41.88
210,DINARA,6,MANOJ KUMAR SINGH,Nationalist Congress Party,777,4,781,0.42
210,DINARA,7,SANJAY KUMAR,Jan Suraaj Party,6356,50,6406,3.42
210,DINARA,8,ABHISHEK RANJAN,Independent,623,1,624,0.33
210,DINARA,9,JAI KUMAR SINGH,Independent,17756,83,17839,9.54
210,DINARA,10,NIRANJAN KUMAR RAY,Independent,680,1,681,0.36
210,DINARA,11,MUNNA SINGH,Independent,1416,1,1417,0.76
210,DINARA,12,RAMA KANT RAM,Independent,1422,0,1422,0.76
210,DINARA,13,NOTA,None of the Above,1630,1,1631,0.87
211,NOKHA,1,ANITA DEVI,Rashtriya Janata Dal,68688,451,69139,37.92
211,NOKHA,2,NAGENDRA CHANDRAVANSHI,Janata Dal (United),92815,378,93193,51.12
211,NOKHA,3,SUNITA KUMARI,Bahujan Samaj Party,4359,14,4373,2.4
211,NOKHA,4,AJEET KUMAR SINGH,Peoples Party of India (Democratic),364,4,368,0.2
211,NOKHA,5,ARVIND KUMAR,Bhartiya Lok Chetna Party,1301,6,1307,0.72
211,NOKHA,6,ASHOK KUMAR SINGH,Lohiya Janta Dal,341,0,341,0.19
211,NOKHA,7,DHANANJAY PASWAN,Suheldev Bharatiya Samaj Party,1377,4,1381,0.76
211,NOKHA,8,NASRULLAH KHAN,Jan Suraaj Party,4766,65,4831,2.65
211,NOKHA,9,RANJAN KUMAR CHAUDHARY,Bharateeya Manavadhikar party,430,0,430,0.24
211,NOKHA,10,SANTOSH KUMAR SINGH,Rashtriya Jansambhavna Party,798,1,799,0.44
211,NOKHA,11,SARVESHWAR TIWARY,Independent,2752,1,2753,1.51
211,NOKHA,12,NOTA,None of the Above,3396,4,3400,1.86
212,DEHRI,1,GUDDU KUMAR CHANDRAWANSI,Rashtriya Janata Dal,67622,432,68054,35.52
212,DEHRI,2,RAJEEV RANJAN SINGH,Lok Janshakti Party (Ram Vilas),103684,338,104022,54.29
